uid	syl_begin	syl_end	cyc_begin	cyc_end	f0	oq_1	oq_2	oq_3	oq_4	oq_gold	creak
101	30.957	31.392	0.0326666666666667	0.0386748040146157	166.440935365994	58.1132075471698	58.4905660377358	55.6788417146736	55.8667631189482	55.8667631189482	0
101	30.957	31.392	0.0386748040146157	0.0453434905942894	149.954565723334	53.7414965986395	53.7414965986395	50.9576405380091	49.8821627020272	49.8821627020272	0
101	30.957	31.392	0.0453434905942894	0.0519511808543467	151.338812904848	54.9828178694158	54.9828178694158	53.5332118947525	53.5332118947525	53.5332118947525	0
101	30.957	31.392	0.0519511808543467	0.0586041312013862	150.309253464518	55.2901023890785	54.9488054607508	52.7626168380711	53.6352048258983	53.6352048258983	0
101	30.957	31.392	0.0586041312013862	0.0652557373319205	150.339629312908	55.1020408163265	55.1020408163265	52.8056664642549	53.6170809825978	53.6170809825978	0
101	30.957	31.392	0.0652557373319205	0.071893940446765	150.643175976912	55.2901023890785	55.6313993174061	53.2137737915254	53.2137737915254	53.2137737915254	0
101	30.957	31.392	0.071893940446765	0.0785275919700666	150.746537783507	50.6849315068493	51.7123287671233	52.8530866347466	51.6031356892923	51.6031356892923	0
101	30.957	31.392	0.0785275919700666	0.0851629235547553	150.708368863966	51.1945392491468	51.877133105802	53.5092640380961	52.846442880716	52.846442880716	0
101	30.957	31.392	0.0851629235547553	0.091749484742967	151.824293652621	51.7241379310345	53.1034482758621	53.571013331265	53.571013331265	53.571013331265	0
101	30.957	31.392	0.091749484742967	0.0983245860325424	152.088911783832	51.3793103448276	53.7931034482759	52.5527189888402	53.1324075152972	53.1324075152972	0
101	30.957	31.392	0.0983245860325424	0.104909523809524	151.86172350719	51.8900343642612	53.6082474226804	52.4019257268724	52.4019257268724	52.4019257268724	0
101	30.957	31.392	0.104909523809524	0.111442176870748	153.077163386442	52.0833333333333	53.8194444444444	53.0456969730536	53.0456969730536	53.0456969730536	0
101	30.957	31.392	0.111442176870748	0.1179839161716	152.864544735039	52.4305555555556	53.125	52.7053593173345	52.7053593173345	52.7053593173345	0
101	30.957	31.392	0.1179839161716	0.124504081632653	153.370340978814	52.4305555555556	53.125	52.0833333333333	52.8042068468816	52.8042068468816	0
101	30.957	31.392	0.124504081632653	0.131033786848073	153.146270315322	52.7777777777778	53.125	52.9538682893926	52.9538682893926	52.9538682893926	0
101	30.957	31.392	0.131033786848073	0.137567346938776	153.055912261826	52.7777777777778	53.125	52.4305555555556	53.1013193395557	53.1013193395557	0
101	30.957	31.392	0.137567346938776	0.144107936507937	152.891415892386	53.125	53.4722222222222	53.3312838573434	53.3312838573434	53.3312838573434	0
101	30.957	31.392	0.144107936507937	0.150667573696145	152.447455752213	52.9411764705882	53.6332179930796	52.5951557093426	52.5951557093426	52.5951557093426	0
101	30.957	31.392	0.150667573696145	0.157201814058957	153.039977790116	53.2871972318339	53.6332179930796	53.3669431480157	53.3669431480157	53.3669431480157	0
101	30.957	31.392	0.157201814058957	0.163756235827664	152.568759730151	53.2871972318339	53.6332179930796	52.9411764705882	52.9411764705882	52.9411764705882	0
101	30.957	31.392	0.163756235827664	0.170293650793651	152.965660770031	53.4722222222222	54.1666666666667	53.125	53.125	53.125	0
101	30.957	31.392	0.170293650793651	0.176836281179138	152.843725089246	53.4722222222222	54.1666666666667	53.5823750681726	53.5823750681726	53.5823750681726	0
101	30.957	31.392	0.176836281179138	0.183386167800454	152.674398476718	53.6332179930796	53.9792387543253	53.2871972318339	53.2871972318339	53.2871972318339	0
101	30.957	31.392	0.183386167800454	0.189895691609977	153.621068032188	54.3554006968641	54.3554006968641	54.689505358636	54.689505358636	54.689505358636	0
101	30.957	31.392	0.189895691609977	0.196424263038549	153.172866520788	53.8194444444444	54.5138888888889	54.7156007053802	54.7337732303226	54.7337732303226	0
101	30.957	31.392	0.196424263038549	0.202893197278912	154.584969153112	55.2447552447552	55.5944055944056	55.3945329414613	55.3945329414613	55.3945329414613	0
101	30.957	31.392	0.202893197278912	0.209373242630386	154.319907618014	55.4385964912281	55.7894736842105	55.9837728280711	55.9837728280711	55.9837728280711	0
101	30.957	31.392	0.209373242630386	0.215855328798186	154.271321625972	57.3426573426573	57.3426573426573	55.753034118955	56.993006993007	56.993006993007	0
101	30.957	31.392	0.215855328798186	0.222328117913832	154.492905937992	57.6923076923077	57.6923076923077	56.2632597119401	57.3426573426573	57.3426573426573	0
101	30.957	31.392	0.222328117913832	0.228801133786848	154.487493869544	58.2456140350877	58.2456140350877	56.6806877736082	56.6806877736082	56.6806877736082	0
101	30.957	31.392	0.228801133786848	0.235236139465262	155.400018271074	58.0985915492958	58.0985915492958	56.7507350357492	57.7464788732394	57.7464788732394	0
101	30.957	31.392	0.235236139465262	0.24175538373307	153.392012773323	57.8397212543554	57.8397212543554	57.4912891986063	56.6683183869309	56.6683183869309	0
101	30.957	31.392	0.24175538373307	0.248238924802938	154.236703249633	58.041958041958	58.041958041958	57.6923076923077	57.6923076923077	57.6923076923077	0
