uid	syl_begin	syl_end	cyc_begin	cyc_end	f0	oq_1	oq_2	oq_3	oq_4	oq_gold	creak
101	5.705	6.082	0.0722658852829476	0.0779672095529124	175.397846649084	54.9450549450549	55.6776556776557	71.8677763574253	72.3333572416307	0	0
101	5.705	6.082	0.0779672095529124	0.0836906470206084	174.720175706326	51.2727272727273	51.6363636363636	60.9048607884325	51.8417546081306	51.6363636363636	0
101	5.705	6.082	0.0836906470206084	0.0895489583333333	170.697654429507	52.3131672597865	52.3131672597865	64.0432277420044	52.2876650223056	52.3131672597865	1
101	5.705	6.082	0.0895489583333333	0.0950377192124899	182.190483793431	50.7575757575758	50.7575757575758	64.3243703380829	51.1894630063348	50.7575757575758	0
101	5.705	6.082	0.0950377192124899	0.101181979755185	162.753514934987	52.5423728813559	51.5254237288136	67.3859958207554	66.2110863895121	0	0
101	5.705	6.082	0.101181979755185	0.106525101994052	187.156489276228	53.515625	52.34375	59.4176084091091	52.8518260518255	52.34375	0
101	5.705	6.082	0.106525101994052	0.112636523149802	163.628062035803	51.3605442176871	50.3401360544218	71.5274975440768	64.4299422654066	0	0
101	5.705	6.082	0.112636523149802	0.1182544439153	178.001798484142	51.3011152416357	51.6728624535316	66.1249654597215	66.8565897351824	0	0
101	5.705	6.082	0.1182544439153	0.123935807713264	176.014076119955	47.6190476190476	47.985347985348	68.1649013568053	61.6796035446018	0	0
101	5.705	6.082	0.123935807713264	0.129659740150102	174.705067020736	49.0909090909091	49.4545454545455	71.4037441434435	63.262615342073	0	0
101	5.705	6.082	0.129659740150102	0.135247983362227	178.947114869697	49.6268656716418	49.6268656716418	68.9095820134918	63.2759252051275	0	0
101	5.705	6.082	0.135247983362227	0.14093375	175.877777564175	51.6483516483517	48.7179487179487	66.2800411752522	63.463127288403	0	0
101	5.705	6.082	0.14093375	0.14641372692707	182.482520147149	47.148288973384	47.9087452471483	66.3524451466603	63.8767834085601	0	0
101	5.705	6.082	0.14641372692707	0.15210725580708	175.637995534038	49.0842490842491	49.4505494505495	64.4520757932844	63.4532450787715	0	0
101	5.705	6.082	0.15210725580708	0.157528274044784	184.46718976976	51.9230769230769	51.5384615384615	51.5946661048935	51.5946661048935	51.5384615384615	0
